aa_	aa	Banana bunchy top virus :Banana bunchy top virus:ssDNA(+)::GCF_000847305.1
accipiter_gentilis	accipiter gentilis	Columbid alphaherpesvirus 1 :Mardivirus columbidalpha1:dsDNA:Columba livia:GCF_002116095.1
accipiter_gentilis	accipiter gentilis	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
accipiter_gentilis	accipiter gentilis	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
accipiter_gentilis	accipiter gentilis	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
accipiter_gularis	accipiter gularis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
accipiter_gularis	accipiter gularis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
accipiter_nisus	accipiter nisus	Chicken astrovirus :Chicken astrovirus:ssRNA(+)::GCF_000852205.1
accipiter_nisus	accipiter nisus	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
accipiter_nisus	accipiter nisus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
accipiter_nisus	accipiter nisus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
accipiter_striatus	accipiter striatus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
accipiter_striatus	accipiter striatus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
accipiter_trivirgatus	accipiter trivirgatus	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
accipitridae_	accipitridae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
accipitridae_	accipitridae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
accipitridae_	accipitridae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
accipitridae_	accipitridae	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
accipitridae_	accipitridae	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
accipitridae_	accipitridae	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
accipitriformes_	accipitriformes	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
acerodon_celebensis	acerodon celebensis	Bat polyomavirus 5b :Alphapolyomavirus acelebensis:dsDNA:Acerodon celebensis:GCF_002827785.1
acerodon_celebensis	acerodon celebensis	Bat polyomavirus 6a :Betapolyomavirus secacelebensis:dsDNA:Acerodon celebensis:GCF_000970605.1
acerodon_celebensis	acerodon celebensis	Rousettus bat coronavirus HKU9 :Rousettus bat coronavirus HKU9:ssRNA(+):Chiroptera:GCF_000868045.1
acer_pseudoplatanus	acer pseudoplatanus	Maple mottle-associated virus :Emaravirus aceris:ssRNA(-):Acer pseudoplatanus:GCF_023156895.1
acetes_chinensis	acetes chinensis	White spot syndrome virus :White spot syndrome virus:dsDNA:Penaeus japonicus:GCF_000848085.2
acheta_domesticus	acheta domesticus	Acheta domestica densovirus :Scindoambidensovirus orthopteran1:ssDNA(+/-):Acheta domesticus:GCF_003033195.1
acheta_domesticus	acheta domesticus	Acheta domestica densovirus :Scindoambidensovirus orthopteran1:ssDNA(+/-)::GCF_000858405.1
acheta_domesticus	acheta domesticus	Acheta domesticus iflavirus :Iflavirus achedomestici:ssRNA(+):Acheta domesticus:GCF_023156815.1
acheta_domesticus	acheta domesticus	Acheta domesticus volvovirus :Acheta domesticus volvovirus:ssDNA:Acheta domesticus:GCF_000908295.1
acheta_domesticus	acheta domesticus	Invertebrate iridescent virus 6 :Invertebrate iridescent virus 6:dsDNA::GCF_000838105.1
achillea_millefolium	achillea millefolium	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
acholeplasma_laidlawii	acholeplasma laidlawii	Plasmavirus L2 :Plasmavirus L2:dsDNA:Acholeplasma laidlawii:GCF_000837825.1
achyranthes_aspera	achyranthes aspera	Mungbean yellow mosaic virus :Mungbean yellow mosaic virus:ssDNA(+/-)::GCF_000845225.1
achyranthes_aspera	achyranthes aspera	Pepper mild mottle virus :Pepper mild mottle virus:ssRNA(+)::GCF_000859645.1
achyranthes_aspera	achyranthes aspera	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
achyranthes_bidentata	achyranthes bidentata	Achyranthes virus A :Potyvirus achyranthis:ssRNA(+):Achyranthes bidentata:GCF_023148805.1
achyranthes_bidentata	achyranthes bidentata	Alternanthera mosaic virus :Alternanthera mosaic virus:ssRNA(+):Phlox stolonifera:GCF_000866985.1
achyranthes_bidentata	achyranthes bidentata	Broad bean wilt virus 2 :Fabavirus betaviciae:ssRNA(+)::GCF_000861605.1
achyranthes_bidentata	achyranthes bidentata	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
achyranthes_japonica	achyranthes japonica	Broad bean wilt virus 2 :Fabavirus betaviciae:ssRNA(+)::GCF_000861605.1
achyranthes_japonica	achyranthes japonica	Plantago asiatica mosaic virus :Plantago asiatica mosaic virus:ssRNA(+)::GCF_000856745.1
acidianus_	acidianus	Acidianus tailed spindle virus :Acidianus tailed spindle virus:dsDNA:Acidianus:GCF_001579395.1
acidianus_brierleyi	acidianus brierleyi	Acidianus rod-shaped virus 3 :Hoswirudivirus ARV3:dsDNA:Acidianus brierleyi:GCF_012979455.1
acidianus_brierleyi	acidianus brierleyi	Acidianus spindle-shaped virus 1 :Acidianus spindle-shaped virus 1:dsDNA:Acidianus brierleyi:GCF_000886935.1
acidianus_convivator	acidianus convivator	Acidianus bottle-shaped virus :Bottigliavirus ABV:dsDNA:Acidianus convivator:GCF_000873825.1
acidianus_convivator	acidianus convivator	Acidianus filamentous virus 6 :Acidianus filamentous virus 6:dsDNA:Acidianus convivator:GCF_000871385.1
acidianus_convivator	acidianus convivator	Acidianus filamentous virus 7 :Acidianus filamentous virus 7:dsDNA:Acidianus convivator:GCF_000872245.1
acidianus_convivator	acidianus convivator	Acidianus filamentous virus 8 :Acidianus filamentous virus 8:dsDNA:Acidianus convivator:GCF_000872405.1
acidianus_convivator	acidianus convivator	Acidianus two-tailed virus :Acidianus two-tailed virus:dsDNA:Acidianus convivator:GCF_000865845.1
acidianus_hospitalis	acidianus hospitalis	Captovirus AFV1 :Captovirus AFV1:dsDNA:Acidianus infernus:GCF_000842625.1
acidianus_infernus	acidianus infernus	Captovirus AFV1 :Captovirus AFV1:dsDNA:Acidianus infernus:GCF_000842625.1
acidianus_sp	acidianus sp. acii26	Acidianus rod-shaped virus 1 :Itarudivirus ARV1:dsDNA:Acidianus sp. Acii26:GCF_000871285.1
acidianus_uzoniensis	acidianus uzoniensis	Acidianus filamentous virus 9 :Acidianus filamentous virus 9:dsDNA:Acidianus uzoniensis:GCF_000879855.1
acinonyx_jubatus	acinonyx jubatus	Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1
acinonyx_jubatus	acinonyx jubatus	Felid alphaherpesvirus 1 :Varicellovirus felidalpha1:dsDNA::GCF_000885455.1
acinonyx_jubatus	acinonyx jubatus	Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_000853345.1
acinonyx_jubatus	acinonyx jubatus	Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_008767155.1
acinonyx_jubatus	acinonyx jubatus	Feline immunodeficiency virus :Feline immunodeficiency virus:ssRNA-RT:Feliformia:GCF_000854865.1
acinonyx_jubatus	acinonyx jubatus	Influenza A virus (A/California/07/2009(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_001343785.1
acinonyx_jubatus	acinonyx jubatus	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1
acinonyx_jubatus	acinonyx jubatus	Severe fever with thrombocytopenia syndrome virus :Bandavirus dabieense:ssRNA(+/-):Homo sapiens:GCF_003087855.1
acipenser_transmontanus	acipenser transmontanus	White sturgeon adenovirus 1 :Sturgeon ichtadenovirus A:dsDNA:Acipenser transmontanus:GCF_006400995.1
acmella_oleracea	acmella oleracea	Tomato chlorotic spot virus :Orthotospovirus tomatoflavi:ssRNA(+/-)::GCF_002270845.1
acmella_paniculata	acmella paniculata	Spilanthes yellow vein virus :Spilanthes yellow vein virus:ssDNA(+/-):Acmella paniculata:GCF_000873265.1
acomys_cahirinus	acomys cahirinus	Gabek Forest virus :Phlebovirus gabekense:ssRNA(+/-):Acomys cahirinus:GCF_013086345.1
acomys_dimidiatus	acomys dimidiatus	Rodent hepacivirus :Rodent hepacivirus:ssRNA(+):Peromyscus maniculatus:GCF_000904775.1
acomys_selousi	acomys selousi	Rodent paramyxovirus :Jeilongvirus apodemi:ssRNA(-):Apodemus peninsulae:GCF_023120395.1
acomys_wilsoni	acomys wilsoni	Rodent hepacivirus :Rodent hepacivirus:ssRNA(+):Peromyscus maniculatus:GCF_000904775.1
aconitum_	aconitum	Aconitum latent virus :Aconitum latent virus:ssRNA(+):Delphinium:GCF_000863345.1
aconitum_carmichaelii	aconitum carmichaelii	Aconite virus A :Aconite virus A:ssRNA(+):Aconitum carmichaelii:GCF_029885185.1
aconitum_carmichaelii	aconitum carmichaelii	Apple stem grooving virus :Apple stem grooving virus:ssRNA(+)::GCF_000859505.1
aconitum_carmichaelii	aconitum carmichaelii	Chilli veinal mottle virus :Chilli veinal mottle virus:ssRNA(+):Capsicum annuum:GCF_000860025.1
aconitum_carmichaelii	aconitum carmichaelii	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
aconitum_carmichaelii	aconitum carmichaelii	Currant latent virus :Cheravirus ribis:ssRNA(+):Ribes rubrum:GCF_001503195.1
aconitum_carmichaelii	aconitum carmichaelii	Orthotospovirus tomatomaculae :Orthotospovirus tomatomaculae:ssRNA(+/-)::GCF_000854725.1
aconitum_carmichaelii	aconitum carmichaelii	Potato leafroll virus :Potato leafroll virus:ssRNA(+)::GCF_000856725.1
aconitum_carmichaelii	aconitum carmichaelii	Tobacco vein distorting virus :Tobacco vein distorting virus:ssRNA(+):Nicotiana tabacum:GCF_000879975.1
aconitum_fischeri	aconitum fischeri	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
acorus_calamus	acorus calamus	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
acremonium_sclerotigenum	acremonium sclerotigenum	Acremonium sclerotigenum ourmia-like virus 1 :Acremonium magoulivirus:ssRNA(+):Acremonium sclerotigenum:GCF_018585625.1
acrida_cinerea	acrida cinerea	Hangzhou acrida cinerea lispivirus 1 :Hangzhou acrida cinerea lispivirus 1:ssRNA(-):Acrida cinerea:GCF_029886185.1
acridotheres_	acridotheres	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
acridotheres_	acridotheres	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
acridotheres_cristatellus	acridotheres cristatellus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
acridotheres_cristatellus	acridotheres cristatellus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
acridotheres_tristis	acridotheres tristis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
acridotheres_tristis	acridotheres tristis	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
acrocephalus_dumetorum	acrocephalus dumetorum	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
acrocephalus_dumetorum	acrocephalus dumetorum	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
acrocephalus_dumetorum	acrocephalus dumetorum	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
acrocephalus_dumetorum	acrocephalus dumetorum	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
acrocephalus_schoenobaenus	acrocephalus schoenobaenus	Sandjimba virus :Sunrhavirus sandjimba:ssRNA(-)::GCF_023155935.1
acrocephalus_scirpaceus	acrocephalus scirpaceus	Sedlec virus :Orthobunyavirus sedlecense:ssRNA(-):Acrocephalus scirpaceus:GCF_018594955.1
actiniaria_	actiniaria	Beihai anemone virus 1 :Beihai anemone virus 1:RNA:Actiniaria:GCF_001925395.1
actiniaria_	actiniaria	Beihai mollusks virus 1 :Beihai mollusks virus 1:RNA:Gastropoda:GCF_001921455.1
actiniaria_	actiniaria	Beihai picorna-like virus 115 :Beihai picorna-like virus 115:RNA:Actiniaria:GCF_001934885.1
actiniaria_	actiniaria	Beihai picorna-like virus 118 :Beihai picorna-like virus 118:RNA:Actiniaria:GCF_001934925.1
actiniaria_	actiniaria	Beihai picorna-like virus 14 :Beihai picorna-like virus 14:RNA:Actiniaria:GCF_001933745.1
actiniaria_	actiniaria	Beihai picorna-like virus 16 :Beihai picorna-like virus 16:RNA:Actiniaria:GCF_001934825.1
actiniaria_	actiniaria	Beihai picorna-like virus 2 :Beihai picorna-like virus 2:RNA:Sipuncula:GCF_001934805.1
actiniaria_	actiniaria	Beihai picorna-like virus 35 :Beihai picorna-like virus 35:RNA:Ensis minor:GCF_001924435.1
actiniaria_	actiniaria	Beihai picorna-like virus 70 :Beihai picorna-like virus 70:RNA:Paguroidea:GCF_001924415.1
actiniaria_	actiniaria	Beihai picorna-like virus 72 :Beihai picorna-like virus 72:RNA:Actiniaria:GCF_001933665.1
actiniaria_	actiniaria	Beihai picorna-like virus 73 :Beihai picorna-like virus 73:RNA:Thoracica:GCF_001924875.1
actiniaria_	actiniaria	Beihai picorna-like virus 74 :Beihai picorna-like virus 74:RNA:Actiniaria:GCF_001934745.1
actiniaria_	actiniaria	Beihai picorna-like virus 85 :Beihai picorna-like virus 85:RNA:Actiniaria:GCF_001934245.1
actiniaria_	actiniaria	Beihai sphaeromadae virus 3 :Beihai sphaeromadae virus 3:RNA:Thoracica:GCF_001921295.1
actiniaria_	actiniaria	Beihai tombus-like virus 11 :Beihai tombus-like virus 11:RNA:Actiniaria:GCF_001963695.1
actinidia_	actinidia	Actinidia chlorotic ringspot-associated virus :Emaravirus actinidiae:ssRNA(-):Actinidia deliciosa:GCF_002867245.1
actinidia_	actinidia	Actinidia seed borne latent virus :Actinidia seed borne latent virus:ssRNA(+)::GCF_004131265.1
actinidia_	actinidia	Actinidia virus 1 :Actinidia virus 1:ssRNA(+):Actinidia chinensis:GCF_002270905.1
actinidia_	actinidia	Actinidia yellowing virus 1 :Waikavirus actinidiae:ssRNA(+):Actinidia:GCF_023131635.1
actinidia_	actinidia	Apple stem grooving virus :Apple stem grooving virus:ssRNA(+)::GCF_000859505.1
actinidia_	actinidia	Citrus leaf blotch virus :Citrus leaf blotch virus:ssRNA(+)::GCF_000852305.1
actinidia_	actinidia	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
actinidia_	actinidia	Lychnis mottle virus :Stralarivirus lychnis:ssRNA(+):Silene cognata:GCF_023156915.1
actinidia_	actinidia	Potato virus X :Potato virus X:ssRNA(+)::GCF_000866465.1
actinidia_arguta	actinidia arguta	Cucumber necrosis virus :Tombusvirus cucumis:ssRNA(+)::GCF_000848185.1
actinidia_chinensis	actinidia chinensis	Actinidia seed borne latent virus :Actinidia seed borne latent virus:ssRNA(+)::GCF_004131265.1
actinidia_chinensis	actinidia chinensis	Actinidia virus 1 :Actinidia virus 1:ssRNA(+):Actinidia chinensis:GCF_002270905.1
actinidia_chinensis	actinidia chinensis	Cherry leaf roll virus :Nepovirus avii:ssRNA(+):Rheum:GCF_000893515.1
actinidia_chinensis	actinidia chinensis	Citrus leaf blotch virus :Citrus leaf blotch virus:ssRNA(+)::GCF_000852305.1
actinidia_chinensis	actinidia chinensis	Ribgrass mosaic virus :Ribgrass mosaic virus:ssRNA(+):Plantago major:GCF_000854645.1
actinidia_deliciosa	actinidia deliciosa	Actinidia chlorotic ringspot-associated virus :Emaravirus actinidiae:ssRNA(-):Actinidia deliciosa:GCF_002867245.1
actinidia_deliciosa	actinidia deliciosa	Actinidia cytorhabdovirus JS27 :Actinidia cytorhabdovirus JS27:ssRNA(-):Actinidia deliciosa:GCF_029885955.1
actinidia_deliciosa	actinidia deliciosa	Actinidia seed borne latent virus :Actinidia seed borne latent virus:ssRNA(+)::GCF_004131265.1
actinidia_deliciosa	actinidia deliciosa	Actinidia virus 1 :Actinidia virus 1:ssRNA(+):Actinidia chinensis:GCF_002270905.1
actinidia_deliciosa	actinidia deliciosa	Apple stem grooving virus :Apple stem grooving virus:ssRNA(+)::GCF_000859505.1
actinidia_deliciosa	actinidia deliciosa	Apple stem pitting virus :Apple stem pitting virus:ssRNA(+)::GCF_000850465.1
actinidia_deliciosa	actinidia deliciosa	Citrus leaf blotch virus :Citrus leaf blotch virus:ssRNA(+)::GCF_000852305.1
actinidia_deliciosa	actinidia deliciosa	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
actinidia_deliciosa	actinidia deliciosa	Cucumber necrosis virus :Tombusvirus cucumis:ssRNA(+)::GCF_000848185.1
actinidia_deliciosa	actinidia deliciosa	Emaravirus kiwii :Emaravirus kiwii:ssRNA(-):Actinidia deliciosa:GCF_018595345.1
actinidia_deliciosa	actinidia deliciosa	Ribgrass mosaic virus :Ribgrass mosaic virus:ssRNA(+):Plantago major:GCF_000854645.1
actinidia_deliciosa	actinidia deliciosa	Tospovirus kiwifruit/YXW/2014 :Tospovirus kiwifruit/YXW/2014:ssRNA(+/-):Actinidia deliciosa:GCF_001675505.1
actinidia_fortunatii	actinidia fortunatii	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
actinidia_glaucophylla	actinidia glaucophylla	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
actinidia_guilinensis	actinidia guilinensis	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
actitis_macularius	actitis macularius	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
actitis_macularius	actitis macularius	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
acyrthosiphon_pisum	acyrthosiphon pisum	Acyrthosiphon pisum virus :Acyrthosiphon pisum virus:ssRNA(+)::GCF_000886815.1
acyrthosiphon_pisum	acyrthosiphon pisum	Aphid lethal paralysis virus :Cripavirus mortiferum:ssRNA(+)::GCF_000853305.1
acyrthosiphon_pisum	acyrthosiphon pisum	Medicago sativa alphapartitivirus 1 :Medicago sativa alphapartitivirus 1:dsRNA:Medicago sativa:GCF_004117755.1
adenium_obesum	adenium obesum	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
adenium_obesum	adenium obesum	Plumeria mosaic virus :Plumeria mosaic virus:ssRNA(+):Plumeria rubra:GCF_000973375.1
adenocalymma_	adenocalymma	Plant associated genomovirus 2 :Gemykibivirus planta1:ssDNA:Poaceae:GCF_018584025.1
adonis_ramosa	adonis ramosa	Adonis mosaic virus :Alphacarmovirus adonis:ssRNA(+):Adonis ramosa:GCF_004130615.1
adoxophyes_honmai	adoxophyes honmai	Adoxophyes honmai entomopoxvirus 'L' :Adoxophyes honmai entomopoxvirus:dsDNA:Adoxophyes honmai:GCF_000907395.1
adoxophyes_honmai	adoxophyes honmai	Adoxophyes orana granulovirus :Betabaculovirus adoranae:dsDNA::GCF_000841485.1
adoxophyes_orana	adoxophyes orana	Adoxophyes orana granulovirus :Betabaculovirus adoranae:dsDNA::GCF_000841485.1
adoxophyes_orana	adoxophyes orana	Adoxophyes orana nucleopolyhedrovirus :Adoxophyes orana nucleopolyhedrovirus:dsDNA:Adoxophyes orana:GCF_000883235.1
aedeomyia_madagascarica	aedeomyia madagascarica	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
aedeomyia_madagascarica	aedeomyia madagascarica	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
aedeomyia_squamipennis	aedeomyia squamipennis	Alajuela virus :Alajuela orthobunyavirus:ssRNA(-):Aedeomyia squamipennis:GCF_002831185.1
aedeomyia_squamipennis	aedeomyia squamipennis	Gamboa virus :Orthobunyavirus gamboaense:ssRNA(-):Aedeomyia squamipennis:GCF_002831325.1
aedes_abnormalis	aedes abnormalis	Batai virus :Orthobunyavirus bataiense:ssRNA(-):Aedes curtipes:GCF_004789555.1
aedes_	aedes	Anadyr virus :Orthobunyavirus anadyrense:ssRNA(-):Aedes:GCF_004789935.1
aedes_	aedes	Castlerea virus :Castlerea virus:ssRNA(+)::GCF_002149845.1
aedes_	aedes	Donggang virus :Donggang virus:ssRNA(+):Aedes:GCF_000894455.1
aedes_	aedes	Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1
aedes_	aedes	Madariaga virus :Madariaga virus:ssRNA(+):Culicidae:GCF_002888955.1
